計測時刻,PM2.5(μg/㎥),PM10(PM2.5は除く)(μg/㎥),VOC(ppb),UV(Index),温度(℃),湿度(％),照度(lx),気圧(hPa)
2018/10/16 00:14,16,10,41,0,24.4,59.3,0,1014.7
2018/10/16 00:44,18,10,38,0,24.2,59.5,0,1014.9
2018/10/16 01:14,16,8,27,0,23.9,59.7,0,1014.7
2018/10/16 01:44,19,11,26,0,23.7,59.9,0,1014.3
2018/10/16 02:14,16,11,19,0,23.5,60.1,0,1014.4
2018/10/16 02:44,11,8,15,0,23.2,60.8,0,1014.4
2018/10/16 03:14,18,10,19,0,23.1,60.9,0,1014.4
2018/10/16 03:44,17,14,14,0,22.9,61.2,0,1014.5
2018/10/16 04:14,17,30,9,0,22.8,60.8,0,1014.1
2018/10/16 04:44,21,13,12,0,22.7,60.8,0,1014.1
2018/10/16 05:14,17,15,8,0,22.6,60.6,0,1014.1
2018/10/16 05:44,18,24,4,0,22.5,60.6,0,1013.9
2018/10/16 06:14,17,14,3,0,22.4,60.8,0,1014.1
2018/10/16 06:44,17,12,3,0,22.3,61.3,1,1014.4
2018/10/16 07:14,19,14,19,0,22.4,62.6,9,1014.7
2018/10/16 07:44,16,11,18,0,22.4,62.3,70,1014.7
2018/10/16 08:14,17,35,18,0,22.4,62.4,51,1014.5
2018/10/16 08:44,15,12,18,0,22.6,62.4,59,1014.5
2018/10/16 09:14,15,9,15,0,22.7,62.5,37,1014.0
2018/10/16 09:44,12,9,11,0,23.1,61.4,34,1013.5
2018/10/16 10:14,17,14,11,0,23.2,61.1,41,1013.1
2018/10/16 10:44,14,11,13,0,23.4,60.9,35,1012.9
2018/10/16 11:14,15,26,13,0,23.5,60.9,41,1012.4
2018/10/16 11:44,15,14,9,0,23.6,61.0,33,1012.4
2018/10/16 12:14,18,15,9,0,23.7,60.8,37,1011.6
2018/10/16 12:44,13,15,9,0,23.9,60.5,30,1011.1
2018/10/16 13:14,18,30,7,0,23.9,60.4,26,1011.1
2018/10/16 13:44,17,15,6,0,24.1,59.8,21,1010.9
2018/10/16 14:14,15,15,7,0,24.1,59.7,20,1011.0
2018/10/16 14:44,19,12,7,0,24.3,59.3,18,1010.6
2018/10/16 15:14,17,10,8,0,24.3,59.6,10,1010.7
2018/10/16 15:44,19,10,7,0,24.2,60.3,8,1010.4
2018/10/16 16:14,17,9,6,0,24.2,60.5,4,1010.4
2018/10/16 16:44,12,9,6,0,24.1,60.7,1,1010.4
2018/10/16 17:14,16,14,5,0,24.0,60.9,0,1010.5
2018/10/16 17:44,16,10,4,0,24.0,61.1,0,1010.2
2018/10/16 18:14,39,39,10,0,24.0,63.0,11,1010.2
2018/10/16 18:44,24,20,28,0,24.4,62.6,12,1010.1
2018/10/16 19:14,23,17,65,0,24.3,62.9,12,1009.9
2018/10/16 19:44,19,15,75,0,24.5,62.5,11,1009.7
2018/10/16 20:14,18,15,73,0,24.5,62.3,11,1009.9
2018/10/16 20:44,19,17,93,0,24.7,61.5,11,1009.3
2018/10/16 21:14,18,11,96,0,24.7,61.6,11,1009.3
2018/10/16 21:44,19,12,88,0,24.6,62.0,11,1008.9
2018/10/16 22:14,18,16,69,0,24.6,61.6,11,1008.9
2018/10/16 22:44,15,11,60,0,24.6,61.4,11,1008.5
2018/10/16 23:14,15,9,68,0,24.6,61.3,11,1008.2
2018/10/16 23:44,14,11,83,0,24.6,62.0,11,1008.2
2018/10/17 00:14,15,10,57,0,24.5,60.8,0,1008.7
2018/10/17 00:44,14,11,38,0,24.3,60.7,0,1008.1
2018/10/17 01:14,20,9,37,0,24.0,61.1,0,1007.9
2018/10/17 01:44,19,14,27,0,23.8,61.3,0,1007.6
2018/10/17 02:14,22,17,26,0,23.6,61.7,0,1007.2
2018/10/17 02:44,19,15,21,0,23.6,61.0,0,1006.8
2018/10/17 03:14,18,12,14,0,23.4,61.5,0,1007.0
2018/10/17 03:44,19,13,10,0,23.3,61.7,0,1007.2
2018/10/17 04:14,12,13,12,0,23.2,61.8,0,1007.3
2018/10/17 04:44,18,11,8,0,23.2,61.5,0,1008.0
2018/10/17 05:14,18,14,5,0,22.9,62.4,0,1008.0
2018/10/17 05:44,16,11,5,0,22.7,62.6,0,1008.1
2018/10/17 06:14,19,13,3,0,22.8,61.7,0,1007.9
2018/10/17 06:44,18,27,7,0,22.7,61.6,4,1008.2
2018/10/17 07:14,17,10,14,0,22.8,62.9,10,1008.5
2018/10/17 07:44,19,11,23,0,23.1,62.1,23,1008.9
2018/10/17 08:14,16,11,13,0,22.8,62.9,51,1009.1
2018/10/17 08:44,17,22,13,0,22.9,63.0,64,1009.0
2018/10/17 09:14,15,11,12,0,23.2,62.2,33,1009.1
2018/10/17 09:44,17,15,13,0,23.6,61.8,50,1009.2
2018/10/17 10:14,15,8,7,0,23.7,61.9,14,1009.2
2018/10/17 10:44,15,10,8,0,23.9,61.4,18,1009.0
2018/10/17 11:14,16,12,2,0,24.0,61.2,9,1008.9
2018/10/17 11:44,14,12,1,0,24.0,61.2,10,1009.0
2018/10/17 12:14,13,8,0,0,24.0,61.2,3,1008.5
2018/10/17 12:44,16,14,0,0,23.9,61.1,4,1008.4
2018/10/17 13:14,17,10,0,0,23.6,61.9,5,1008.4
2018/10/17 13:44,15,15,4,0,23.8,60.9,19,1008.2
2018/10/17 14:14,17,23,3,0,23.8,60.8,18,1008.5
2018/10/17 14:44,18,11,4,0,23.9,60.3,17,1008.7
2018/10/17 15:14,14,14,3,0,24.0,59.7,13,1008.7
2018/10/17 15:44,19,13,3,0,23.8,60.1,8,1009.3
2018/10/17 16:14,19,14,3,0,23.8,60.4,3,1009.9
2018/10/17 16:44,18,14,1,0,23.9,59.8,1,1009.9
2018/10/17 17:14,18,9,0,0,23.7,59.9,0,1010.5
2018/10/17 17:44,15,10,0,0,23.6,59.7,0,1011.1
2018/10/17 18:14,13,9,12,0,23.7,60.0,12,1011.7
2018/10/17 18:44,13,7,32,0,23.9,59.7,11,1011.7
2018/10/17 19:14,13,10,87,0,24.1,59.0,12,1012.2
2018/10/17 19:44,15,15,93,0,24.2,58.4,13,1012.0
2018/10/17 20:14,17,11,103,0,24.3,58.6,11,1012.5
2018/10/17 20:44,13,12,101,0,24.1,59.0,11,1012.5
2018/10/17 21:14,16,11,86,0,24.2,58.0,11,1012.8
2018/10/17 21:44,18,8,68,0,24.0,59.3,11,1013.0
2018/10/17 22:14,16,7,54,0,23.9,58.9,0,1013.3
2018/10/17 22:44,19,15,42,0,23.7,58.4,0,1012.8
2018/10/17 23:14,17,12,41,0,23.7,57.6,0,1012.6
2018/10/17 23:44,14,13,32,0,23.5,57.4,0,1012.7
2018/10/18 00:14,14,9,23,0,23.4,57.3,0,1012.3
2018/10/18 00:44,12,7,25,0,23.1,57.6,0,1012.8
2018/10/18 01:14,15,12,18,0,23.0,57.4,0,1012.8
2018/10/18 01:44,15,15,14,0,22.9,57.4,0,1013.1
2018/10/18 02:14,16,10,8,0,22.6,57.8,0,1013.2
2018/10/18 02:44,13,10,12,0,22.6,57.2,0,1013.1
2018/10/18 03:14,16,13,9,0,22.5,57.2,0,1013.0
2018/10/18 03:44,11,10,5,0,22.3,57.3,0,1013.1
2018/10/18 04:14,15,9,7,0,22.2,57.2,0,1013.6
2018/10/18 04:44,17,8,6,0,22.1,57.2,0,1013.9
2018/10/18 05:14,15,13,2,0,21.9,57.1,0,1013.8
2018/10/18 05:44,13,9,0,0,21.8,57.0,0,1014.2
2018/10/18 06:14,15,8,2,0,21.7,57.0,1,1014.3
2018/10/18 06:44,16,8,0,0,21.7,57.1,45,1014.5
2018/10/18 07:14,16,11,11,0,21.9,59.0,53,1014.9
2018/10/18 07:44,13,11,65,0,22.1,58.8,36,1015.2
2018/10/18 08:14,15,9,76,0,22.3,58.4,11,1014.9
2018/10/18 08:44,13,9,62,0,22.4,58.4,24,1014.8
2018/10/18 09:14,9,10,47,0,22.7,57.9,21,1015.1
2018/10/18 09:44,14,9,39,0,23.0,57.6,20,1014.9
2018/10/18 10:14,17,8,31,0,23.3,56.9,12,1014.9
2018/10/18 10:44,15,11,31,0,23.6,56.4,13,1014.7
2018/10/18 11:14,13,8,22,0,23.8,55.9,10,1014.3
2018/10/18 11:44,15,7,21,0,23.8,56.3,7,1014.4
2018/10/18 12:14,15,8,18,0,23.8,56.4,14,1014.2
2018/10/18 12:44,13,9,14,0,23.8,56.4,6,1014.1
2018/10/18 13:14,12,9,12,0,23.7,56.7,9,1013.9
2018/10/18 13:44,13,9,10,0,23.6,57.0,5,1013.9
2018/10/18 14:14,14,8,10,0,23.7,56.3,4,1014.2
2018/10/18 14:44,13,8,8,0,23.8,55.8,5,1014.5
2018/10/18 15:14,15,7,7,0,23.8,55.8,3,1014.5
2018/10/18 15:44,14,12,5,0,23.7,56.1,2,1014.6
2018/10/18 16:14,16,14,3,0,23.6,56.1,1,1014.8
2018/10/18 16:44,14,8,3,0,23.4,56.6,0,1015.1
2018/10/18 17:14,13,8,0,0,23.3,56.8,0,1015.4
2018/10/18 17:44,13,10,4,0,23.1,57.3,0,1015.4
2018/10/18 18:14,13,10,27,0,23.4,57.4,12,1015.7
2018/10/18 18:44,12,10,51,0,23.5,57.3,12,1016.1
2018/10/18 19:14,16,11,45,0,23.6,57.1,12,1016.3
2018/10/18 19:44,19,13,73,0,23.7,57.1,12,1016.4
2018/10/18 20:14,19,13,75,0,23.8,56.9,11,1016.3
2018/10/18 20:44,15,12,62,0,23.7,57.1,11,1016.3
2018/10/18 21:14,19,7,55,0,23.8,56.5,11,1016.6
2018/10/18 21:44,12,10,42,0,23.7,56.8,11,1016.6
2018/10/18 22:14,20,10,41,0,23.5,56.7,11,1016.5
2018/10/18 22:44,16,14,35,0,23.5,56.5,11,1016.1
2018/10/18 23:14,18,7,30,0,23.5,56.0,11,1016.2
2018/10/18 23:44,14,13,23,0,23.3,56.2,11,1015.9
2018/10/19 00:14,11,12,33,0,23.3,55.7,11,1015.7
2018/10/19 00:44,14,7,35,0,23.3,56.1,0,1015.6
2018/10/19 01:14,11,10,29,0,23.3,55.2,0,1015.6
2018/10/19 01:44,13,9,26,0,23.2,55.3,0,1014.9
2018/10/19 02:14,10,9,22,0,23.2,54.7,0,1015.5
2018/10/19 02:44,12,6,19,0,23.2,54.6,0,1015.9
2018/10/19 03:14,12,7,15,0,23.1,54.5,0,1015.6
2018/10/19 03:44,14,7,11,0,23.0,54.4,0,1014.8
2018/10/19 04:14,14,6,8,0,22.8,55.0,0,1015.5
2018/10/19 04:44,11,6,12,0,22.6,55.3,0,1015.4
2018/10/19 05:14,14,10,9,0,22.8,54.7,0,1016.8
2018/10/19 05:44,18,7,7,0,22.7,54.5,0,1016.2
2018/10/19 06:14,16,6,5,0,22.5,54.7,0,1016.2
2018/10/19 06:44,14,10,1,0,22.3,55.3,0,1016.7
2018/10/19 07:14,16,8,12,0,22.3,56.9,6,1017.2
2018/10/19 07:44,14,11,94,0,22.4,57.5,33,1017.0
2018/10/19 08:14,14,7,127,0,22.5,56.8,47,1016.9
2018/10/19 08:44,14,9,92,0,22.5,57.2,71,1016.8
2018/10/19 09:14,14,8,68,0,22.6,57.4,59,1016.7
2018/10/19 09:44,13,10,53,0,23.0,56.8,41,1016.8
2018/10/19 10:14,15,11,33,0,23.1,57.2,32,1016.7
2018/10/19 10:44,15,5,29,0,23.2,56.9,30,1016.7
2018/10/19 11:14,12,6,24,0,23.3,57.0,39,1016.4
2018/10/19 11:44,11,8,19,0,23.3,57.1,41,1016.3
2018/10/19 12:14,16,11,15,0,23.5,56.6,22,1015.8
2018/10/19 12:44,12,9,7,0,23.4,57.0,28,1015.6
2018/10/19 13:14,12,7,4,0,23.4,56.6,22,1015.3
2018/10/19 13:44,12,3,7,0,23.3,56.9,23,1015.1
2018/10/19 14:14,13,6,7,0,23.2,57.1,29,1014.9
2018/10/19 14:44,14,7,7,0,23.4,56.5,18,1015.3
2018/10/19 15:14,13,9,5,0,23.3,56.9,11,1015.6
2018/10/19 15:44,12,7,5,0,23.3,57.0,8,1015.4
2018/10/19 16:14,15,6,12,0,23.5,58.1,1,1015.9
2018/10/19 16:44,16,8,12,0,23.6,58.0,0,1016.1
2018/10/19 17:14,22,20,21,0,23.9,58.0,12,1015.8
2018/10/19 17:44,16,18,40,0,24.0,59.5,12,1015.9
2018/10/19 18:14,18,12,41,0,23.9,59.6,12,1016.1
2018/10/19 18:44,13,7,42,0,24.3,58.7,12,1016.3
2018/10/19 19:14,14,11,44,0,24.5,58.4,12,1016.5
2018/10/19 19:44,17,10,44,0,24.7,57.4,11,1016.7
2018/10/19 20:14,16,12,33,0,24.6,57.0,11,1016.5
2018/10/19 20:44,20,14,30,0,24.5,57.7,11,1016.9
2018/10/19 21:14,16,11,42,0,24.5,57.6,11,1017.1
2018/10/19 21:44,18,8,51,0,24.4,57.4,11,1017.6
2018/10/19 22:14,16,11,55,0,24.3,56.8,11,1017.5
2018/10/19 22:44,14,15,51,0,24.2,56.6,11,1017.2
2018/10/19 23:14,14,13,53,0,24.2,57.3,11,1016.6
2018/10/19 23:44,18,18,60,0,24.1,59.1,11,1016.6
2018/10/20 00:14,17,39,49,0,24.0,58.6,0,1016.3
2018/10/20 00:44,16,12,35,0,23.9,57.4,0,1016.5
2018/10/20 01:14,15,9,32,0,23.8,56.9,0,1016.6
2018/10/20 01:44,18,10,24,0,23.6,56.6,0,1016.7
2018/10/20 02:14,16,10,14,0,23.4,56.6,0,1016.0
2018/10/20 02:44,18,7,15,0,23.2,56.5,0,1016.2
2018/10/20 03:14,22,12,9,0,23.0,56.5,0,1015.6
2018/10/20 03:44,17,9,3,0,22.8,56.8,0,1015.7
2018/10/20 04:14,17,11,6,0,22.7,56.4,0,1015.7
2018/10/20 04:44,17,13,2,0,22.6,56.5,0,1015.7
2018/10/20 05:14,16,12,2,0,22.6,56.7,13,1015.7
2018/10/20 05:44,57,68,27,0,22.7,58.7,11,1016.1
2018/10/20 06:14,33,37,31,0,23.0,57.3,0,1016.1
2018/10/20 06:44,24,24,21,0,22.5,57.5,1,1016.0
2018/10/20 07:14,24,18,13,0,22.1,57.9,33,1016.7
2018/10/20 07:44,18,12,9,0,21.9,58.3,5,1017.0
2018/10/20 08:14,18,12,4,0,21.9,58.2,24,1017.1
2018/10/20 08:44,16,14,5,0,21.8,59.2,13,1017.0
2018/10/20 09:14,13,10,0,0,22.0,59.1,10,1016.9
2018/10/20 09:44,15,15,3,0,22.1,59.3,11,1016.6
2018/10/20 10:14,13,10,3,0,22.4,58.9,20,1016.4
2018/10/20 10:44,16,11,2,0,22.7,58.4,17,1015.9
2018/10/20 11:14,12,10,5,0,22.8,58.3,17,1015.5
2018/10/20 11:44,15,6,1,0,23.1,57.9,18,1015.0
2018/10/20 12:13,16,5,7,0,23.3,57.0,4,1014.7
2018/10/20 12:44,7,6,9,0,23.4,56.6,4,1014.2
2018/10/20 13:13,12,7,5,0,23.4,56.3,3,1013.9
2018/10/20 13:44,12,9,6,0,23.5,56.1,4,1013.8
2018/10/20 14:14,12,8,8,0,23.5,56.0,3,1014.0
2018/10/20 14:44,15,5,6,0,23.6,56.0,3,1013.9
2018/10/20 15:14,13,8,9,0,23.6,55.9,3,1014.2
2018/10/20 15:44,14,7,6,0,23.4,56.0,2,1014.2
2018/10/20 16:14,12,9,7,0,23.6,55.3,1,1014.4
2018/10/20 16:44,17,9,7,0,23.5,55.3,0,1014.4
2018/10/20 17:14,12,9,5,0,23.3,55.8,0,1014.7
2018/10/20 17:44,14,7,9,0,23.3,55.7,0,1015.1
2018/10/20 18:14,12,9,6,0,23.1,56.1,0,1015.6
2018/10/20 18:44,16,8,7,0,23.0,56.1,0,1015.9
2018/10/20 19:14,16,6,6,0,22.9,56.2,0,1016.0
2018/10/20 19:44,14,7,6,0,22.8,56.2,0,1016.2
2018/10/20 20:14,17,14,9,0,22.7,56.2,0,1016.3
2018/10/20 20:44,12,8,8,0,22.6,56.1,0,1016.5
2018/10/20 21:14,12,9,6,0,22.5,56.0,0,1016.8
2018/10/20 21:44,13,12,5,0,22.3,56.6,0,1016.7
2018/10/20 22:14,12,9,3,0,22.3,56.2,0,1016.7
2018/10/20 22:44,9,9,7,0,22.3,56.2,0,1016.5
2018/10/20 23:14,15,8,5,0,22.2,56.1,0,1016.6
2018/10/20 23:44,13,6,2,0,22.1,56.1,0,1016.5
2018/10/21 00:14,14,14,2,0,21.9,56.6,0,1016.6
2018/10/21 00:44,15,6,0,0,21.9,56.2,0,1016.6
2018/10/21 01:14,15,6,5,0,21.8,56.2,0,1016.7
2018/10/21 01:44,14,8,3,0,21.7,56.3,0,1016.8
2018/10/21 02:14,14,8,3,0,21.5,56.7,0,1016.7
2018/10/21 02:44,13,6,3,0,21.5,56.4,0,1016.8
2018/10/21 03:14,13,7,1,0,21.4,56.5,0,1016.9
2018/10/21 03:44,13,13,5,0,21.3,56.4,0,1017.2
2018/10/21 04:14,15,9,1,0,21.1,56.3,0,1017.3
2018/10/21 04:44,12,11,2,0,21.0,56.2,0,1017.9
2018/10/21 05:14,14,7,0,0,20.9,56.1,0,1018.2
2018/10/21 05:44,14,8,0,0,20.8,56.0,0,1018.4
2018/10/21 06:14,12,8,5,0,20.6,56.1,0,1018.7
2018/10/21 06:44,12,9,3,0,20.6,56.1,35,1018.8
2018/10/21 07:14,11,6,3,0,20.7,55.9,38,1019.2
2018/10/21 07:44,13,11,5,0,20.7,56.7,29,1019.5
2018/10/21 08:14,12,9,3,0,21.1,55.8,24,1019.6
2018/10/21 08:44,12,10,7,0,21.7,54.6,21,1019.6
2018/10/21 09:14,13,10,4,0,21.9,54.7,19,1019.5
2018/10/21 09:44,13,14,5,0,22.3,54.0,18,1019.5
2018/10/21 10:14,15,5,5,0,22.8,52.8,17,1019.4
2018/10/21 10:44,12,15,9,0,23.2,52.1,15,1019.0
2018/10/21 11:14,12,6,8,0,23.4,51.1,14,1018.8
2018/10/21 11:44,13,5,6,0,23.6,50.6,16,1018.1
2018/10/21 12:14,16,8,7,0,23.8,49.9,14,1017.7
2018/10/21 12:44,10,6,9,0,23.9,49.4,10,1017.2
2018/10/21 13:14,14,10,6,0,23.8,49.5,8,1016.9
2018/10/21 13:44,11,4,9,0,23.9,49.0,5,1017.0
2018/10/21 14:14,12,5,9,0,24.1,48.3,4,1017.1
2018/10/21 14:44,8,6,8,0,24.1,48.2,3,1017.1
2018/10/21 15:14,11,6,9,0,24.0,48.4,2,1017.5
2018/10/21 15:44,13,5,7,0,23.9,48.6,2,1017.7
2018/10/21 16:14,14,6,13,0,23.8,48.9,1,1017.7
2018/10/21 16:44,15,9,12,0,23.6,49.1,0,1017.8
2018/10/21 17:14,11,7,8,0,23.5,49.3,0,1018.1
2018/10/21 17:44,11,6,7,0,23.2,50.0,0,1018.5
2018/10/21 18:14,14,7,12,0,23.2,49.8,0,1018.7
2018/10/21 18:44,12,10,12,0,23.0,50.0,0,1019.1
2018/10/21 19:14,13,5,12,0,22.9,50.2,0,1019.4
2018/10/21 19:44,11,10,16,0,22.8,50.1,0,1019.5
2018/10/21 20:14,18,11,14,0,22.5,50.6,0,1019.6
2018/10/21 20:44,14,9,14,0,22.4,50.7,0,1019.9
2018/10/21 21:14,13,9,23,0,22.2,50.7,0,1020.0
2018/10/21 21:44,14,13,21,0,22.1,50.7,0,1020.2
2018/10/21 22:14,14,12,19,0,22.0,50.8,0,1020.4
2018/10/21 22:44,17,6,15,0,21.9,51.8,11,1020.5
2018/10/21 23:14,11,11,21,0,21.9,52.5,11,1020.5
2018/10/21 23:44,14,12,21,0,22.1,53.4,12,1020.5
2018/10/22 00:14,15,14,15,0,22.1,53.1,11,1020.5
2018/10/22 00:44,14,11,15,0,22.1,52.7,0,1020.5
2018/10/22 01:14,12,9,12,0,22.1,52.3,0,1020.5
2018/10/22 01:44,12,9,8,0,22.0,52.1,0,1020.6
2018/10/22 02:14,13,9,5,0,21.9,52.0,0,1020.5
2018/10/22 02:44,12,7,1,0,21.8,51.9,0,1020.5
2018/10/22 03:14,14,7,1,0,21.8,51.9,0,1020.4
2018/10/22 03:44,12,9,0,0,21.6,52.3,0,1020.5
2018/10/22 04:14,11,11,0,0,21.6,51.8,0,1020.7
2018/10/22 04:44,14,13,0,0,21.4,51.7,0,1021.0
2018/10/22 05:14,14,8,0,0,21.3,51.5,0,1021.3
2018/10/22 05:44,11,14,5,0,21.0,51.8,0,1021.3
2018/10/22 06:14,17,10,3,0,21.0,51.4,1,1021.5
2018/10/22 06:44,12,11,3,0,20.9,51.5,28,1021.8
2018/10/22 07:14,12,10,4,0,21.1,52.8,35,1022.2
2018/10/22 07:44,12,7,14,0,21.4,53.0,28,1022.4
2018/10/22 08:14,13,6,16,0,21.7,52.6,23,1022.6
2018/10/22 08:44,14,5,26,0,22.1,52.4,21,1022.4
2018/10/22 09:14,13,6,26,0,22.5,52.5,19,1022.4
2018/10/22 09:44,11,8,28,0,22.9,52.2,18,1022.3
2018/10/22 10:14,12,9,27,0,23.3,51.8,17,1022.2
2018/10/22 10:44,14,4,25,0,23.7,51.2,15,1022.0
2018/10/22 11:14,12,7,31,0,24.0,50.6,13,1021.7
2018/10/22 11:44,13,7,29,0,24.3,50.2,15,1021.4
2018/10/22 12:14,11,7,33,0,24.6,49.4,14,1021.1
2018/10/22 12:44,11,6,28,0,24.7,48.9,10,1021.0
2018/10/22 13:14,16,8,30,0,24.8,48.5,8,1020.7
2018/10/22 13:44,12,10,31,0,24.8,48.1,4,1020.5
2018/10/22 14:14,14,8,29,0,24.8,47.6,3,1020.6
2018/10/22 14:44,16,3,29,0,24.8,47.4,3,1020.8
2018/10/22 15:14,11,7,29,0,24.7,47.5,2,1021.0
2018/10/22 15:44,14,8,25,0,24.6,47.8,1,1021.1
2018/10/22 16:14,11,9,23,0,24.3,48.2,1,1021.2
2018/10/22 16:44,12,7,31,0,24.0,48.7,0,1021.5
2018/10/22 17:14,12,8,29,0,24.1,48.3,0,1021.7
2018/10/22 17:44,13,9,26,0,23.9,48.5,0,1021.8
2018/10/22 18:14,13,7,32,0,23.7,48.9,11,1021.9
2018/10/22 18:44,20,20,65,0,23.9,50.2,12,1022.1
2018/10/22 19:14,14,10,67,0,24.0,50.6,12,1022.4
2018/10/22 19:44,20,14,54,0,24.0,50.1,12,1022.6
2018/10/22 20:14,18,16,55,0,24.0,50.2,11,1022.6
2018/10/22 20:44,13,14,50,0,24.0,50.0,11,1022.7
2018/10/22 21:14,15,15,48,0,23.7,50.4,11,1022.7
2018/10/22 21:44,12,7,55,0,23.9,49.3,11,1022.7
2018/10/22 22:14,13,11,51,0,23.7,49.7,11,1022.6
2018/10/22 22:44,15,4,45,0,23.6,50.3,11,1022.6
2018/10/22 23:14,16,8,44,0,23.5,50.4,11,1022.3
2018/10/22 23:44,12,8,45,0,23.4,50.7,11,1022.3
2018/10/23 00:14,14,11,56,0,23.3,50.5,0,1022.1
2018/10/23 00:44,10,9,49,0,23.1,50.4,0,1022.3
2018/10/23 01:14,13,14,42,0,23.0,50.0,0,1022.3
2018/10/23 01:44,14,7,31,0,22.8,49.9,0,1022.3
2018/10/23 02:14,8,8,27,0,22.6,49.8,0,1021.6
2018/10/23 02:44,11,8,19,0,22.4,49.9,0,1021.6
2018/10/23 03:14,11,13,19,0,22.1,50.1,0,1021.4
2018/10/23 03:44,15,6,13,0,21.8,50.6,0,1021.4
2018/10/23 04:14,12,9,10,0,21.9,49.9,0,1021.6
2018/10/23 04:44,14,6,13,0,21.6,50.5,0,1021.6
2018/10/23 05:14,12,7,8,0,21.4,50.7,0,1021.7
2018/10/23 05:44,14,5,7,0,21.2,51.2,0,1021.6
2018/10/23 06:14,11,9,14,0,21.2,50.8,0,1021.5
2018/10/23 06:44,13,8,14,0,21.1,51.0,0,1021.5
2018/10/23 07:14,12,8,26,0,21.1,52.6,9,1021.5
2018/10/23 07:44,13,10,67,0,21.1,52.8,6,1021.9
2018/10/23 08:14,14,11,76,0,21.0,52.7,10,1022.4
2018/10/23 08:44,11,14,69,0,20.9,52.7,10,1022.8
2018/10/23 09:14,16,9,61,0,20.8,53.0,10,1022.4
2018/10/23 09:44,17,11,63,0,20.7,53.3,8,1022.1
2018/10/23 10:14,16,12,58,0,20.7,53.6,10,1021.9
2018/10/23 10:44,18,13,50,0,20.6,53.8,8,1021.7
2018/10/23 11:14,19,13,49,0,20.6,54.0,18,1021.5
2018/10/23 11:44,19,13,45,0,20.6,54.2,14,1020.9
2018/10/23 12:14,17,12,40,0,20.7,54.3,13,1020.6
2018/10/23 12:44,17,13,39,0,20.6,54.9,20,1020.1
2018/10/23 13:14,17,16,37,0,20.7,54.6,9,1019.9
2018/10/23 13:44,18,18,37,0,20.5,55.3,5,1019.9
2018/10/23 14:14,20,26,22,0,20.7,55.2,10,1019.5
2018/10/23 14:44,19,22,25,0,20.7,55.5,9,1019.2
2018/10/23 15:14,20,19,25,0,20.7,55.7,8,1018.8
2018/10/23 15:44,19,25,23,0,20.7,55.8,10,1018.7
2018/10/23 16:14,16,19,22,0,20.5,56.9,8,1018.4
2018/10/23 16:44,17,16,24,0,20.7,56.2,3,1018.1
2018/10/23 17:14,17,20,24,0,20.7,56.4,0,1017.6
2018/10/23 17:44,16,15,25,0,20.6,57.0,0,1017.8
2018/10/23 18:14,14,8,25,0,20.6,56.7,0,1017.7
2018/10/23 18:44,15,11,26,0,20.6,57.4,12,1018.2
2018/10/23 19:14,14,11,44,0,21.1,59.7,12,1017.9
2018/10/23 19:44,18,17,52,0,21.2,59.6,11,1017.7
2018/10/23 20:14,16,13,76,0,21.5,58.7,11,1017.4
2018/10/23 20:44,17,21,67,0,21.7,58.3,11,1017.4
2018/10/23 21:14,13,16,59,0,21.8,58.0,11,1017.4
2018/10/23 21:44,16,11,56,0,21.7,58.3,11,1016.9
2018/10/23 22:14,13,12,55,0,21.8,58.1,11,1016.7
2018/10/23 22:44,14,14,51,0,21.8,58.0,11,1016.3
2018/10/23 23:14,17,7,52,0,21.8,58.0,11,1016.2
2018/10/23 23:44,14,11,53,0,21.9,57.4,0,1015.8
2018/10/24 00:14,16,32,45,0,22.0,57.9,12,1016.0
2018/10/24 00:44,11,9,61,0,22.0,58.2,11,1016.0
2018/10/24 01:14,13,12,50,0,22.0,57.8,0,1015.7
2018/10/24 01:44,14,13,42,0,21.9,57.6,0,1015.6
2018/10/24 02:14,14,13,36,0,21.8,57.6,0,1015.2
2018/10/24 02:44,13,7,36,0,21.6,57.7,0,1014.5
2018/10/24 03:14,11,5,32,0,21.5,57.8,0,1013.9
2018/10/24 03:44,14,6,25,0,21.4,58.2,0,1013.6
2018/10/24 04:14,12,14,21,0,21.2,58.9,0,1013.3
2018/10/24 04:44,11,7,28,0,21.1,59.2,0,1013.2
2018/10/24 05:14,13,8,24,0,21.1,59.1,0,1013.0
2018/10/24 05:44,12,8,19,0,21.0,59.8,0,1013.1
2018/10/24 06:14,15,7,20,0,20.8,60.6,0,1013.4
2018/10/24 06:44,10,6,17,0,20.9,60.3,0,1013.8
2018/10/24 07:14,13,11,21,0,21.0,61.5,4,1014.3
2018/10/24 07:44,14,12,31,0,21.0,61.9,8,1014.3
2018/10/24 08:14,8,13,42,0,21.0,61.3,30,1013.8
2018/10/24 08:44,12,7,47,0,20.9,61.6,18,1013.1
2018/10/24 09:14,16,10,44,0,21.0,61.3,21,1013.3
2018/10/24 09:44,13,7,34,0,20.8,62.6,7,1013.7
2018/10/24 10:14,15,12,33,0,20.9,62.3,14,1013.5
2018/10/24 10:44,15,8,31,0,21.0,62.7,31,1013.2
2018/10/24 11:14,11,8,29,0,21.4,61.9,40,1013.0
2018/10/24 11:44,12,6,28,0,21.6,61.9,26,1012.6
2018/10/24 12:14,13,7,25,0,21.9,61.7,26,1011.8
